filename,width,depth,auxiliary,seed,accuracy,student_loss_teacher,student_acc_5hot
results_Hidden512_Depth2_Auxiliary3_seed4.pt,512,2,3,4,0.0703125,2.273257255554199,0.5390625
results_Hidden512_Depth2_Auxiliary10_seed0.pt,512,2,10,0,0.25,2.0906195640563965,0.921875
results_Hidden512_Depth2_Auxiliary10_seed1.pt,512,2,10,1,0.21875,2.1885507106781006,0.6953125
results_Hidden512_Depth2_Auxiliary10_seed2.pt,512,2,10,2,0.109375,2.1691904067993164,0.8203125
results_Hidden512_Depth2_Auxiliary10_seed3.pt,512,2,10,3,0.5,2.0456128120422363,0.8515625
results_Hidden512_Depth2_Auxiliary10_seed4.pt,512,2,10,4,0.265625,2.2122535705566406,0.703125
results_Hidden512_Depth2_Auxiliary50_seed0.pt,512,2,50,0,0.7265625,1.9274247884750366,0.984375
results_Hidden512_Depth2_Auxiliary50_seed1.pt,512,2,50,1,0.7890625,1.776769757270813,0.984375
results_Hidden512_Depth2_Auxiliary50_seed2.pt,512,2,50,2,0.7421875,1.770737648010254,0.9921875
results_Hidden512_Depth2_Auxiliary50_seed3.pt,512,2,50,3,0.828125,1.7526183128356934,0.9765625
results_Hidden512_Depth2_Auxiliary50_seed4.pt,512,2,50,4,0.6796875,1.8944106101989746,0.9609375
results_Hidden512_Depth2_Auxiliary100_seed0.pt,512,2,100,0,0.8671875,1.5809190273284912,0.9921875
results_Hidden512_Depth2_Auxiliary100_seed1.pt,512,2,100,1,0.8515625,1.5830929279327393,0.9765625
results_Hidden512_Depth2_Auxiliary100_seed2.pt,512,2,100,2,0.8515625,1.6097118854522705,0.9921875
results_Hidden512_Depth2_Auxiliary100_seed3.pt,512,2,100,3,0.8359375,1.6056311130523682,0.984375
results_Hidden512_Depth2_Auxiliary100_seed4.pt,512,2,100,4,0.7890625,1.732987642288208,0.984375
results_Hidden512_Depth2_Auxiliary1000_seed0.pt,512,2,1000,0,0.8515625,1.1995235681533813,1.0
results_Hidden512_Depth2_Auxiliary1000_seed1.pt,512,2,1000,1,0.875,1.1418681144714355,0.9921875
results_Hidden512_Depth2_Auxiliary1000_seed2.pt,512,2,1000,2,0.859375,1.167035698890686,0.9921875
results_Hidden512_Depth2_Auxiliary1000_seed3.pt,512,2,1000,3,0.8671875,1.159449577331543,0.9921875
results_Hidden512_Depth2_Auxiliary1000_seed4.pt,512,2,1000,4,0.8359375,1.195104718208313,1.0
results_Hidden512_Depth3_Auxiliary3_seed0.pt,512,3,3,0,0.1015625,2.3217430114746094,0.484375
results_Hidden512_Depth3_Auxiliary3_seed1.pt,512,3,3,1,0.1171875,2.2532262802124023,0.734375
results_Hidden512_Depth3_Auxiliary3_seed2.pt,512,3,3,2,0.015625,2.259810209274292,0.734375
results_Hidden512_Depth3_Auxiliary3_seed3.pt,512,3,3,3,0.1796875,2.2443599700927734,0.75
results_Hidden512_Depth3_Auxiliary3_seed4.pt,512,3,3,4,0.25,2.214263916015625,0.578125
results_Hidden512_Depth3_Auxiliary10_seed0.pt,512,3,10,0,0.25,2.1847095489501953,0.8828125
results_Hidden512_Depth3_Auxiliary10_seed1.pt,512,3,10,1,0.2421875,2.2378580570220947,0.65625
results_Hidden512_Depth3_Auxiliary10_seed2.pt,512,3,10,2,0.328125,2.1902287006378174,0.5625
results_Hidden512_Depth3_Auxiliary10_seed3.pt,512,3,10,3,0.1015625,2.300356388092041,0.7265625
results_Hidden512_Depth3_Auxiliary10_seed4.pt,512,3,10,4,0.3671875,2.1773600578308105,0.8125
results_Hidden512_Depth3_Auxiliary50_seed0.pt,512,3,50,0,0.6171875,1.9930375814437866,0.96875
results_Hidden512_Depth3_Auxiliary50_seed1.pt,512,3,50,1,0.71875,2.0273208618164062,0.96875
results_Hidden512_Depth3_Auxiliary50_seed2.pt,512,3,50,2,0.6171875,1.9599390029907227,0.9296875
results_Hidden512_Depth3_Auxiliary50_seed3.pt,512,3,50,3,0.625,1.9443949460983276,0.9765625
results_Hidden512_Depth3_Auxiliary50_seed4.pt,512,3,50,4,0.6796875,1.9904321432113647,0.96875
results_Hidden512_Depth3_Auxiliary100_seed0.pt,512,3,100,0,0.71875,1.9471886157989502,0.9921875
results_Hidden512_Depth3_Auxiliary100_seed1.pt,512,3,100,1,0.6875,1.9078518152236938,0.9765625
results_Hidden512_Depth3_Auxiliary100_seed2.pt,512,3,100,2,0.546875,2.0165226459503174,0.890625
results_Hidden512_Depth3_Auxiliary100_seed3.pt,512,3,100,3,0.78125,1.861243486404419,1.0
results_Hidden512_Depth3_Auxiliary100_seed4.pt,512,3,100,4,0.7890625,1.8168940544128418,0.9765625
results_Hidden512_Depth3_Auxiliary1000_seed0.pt,512,3,1000,0,0.84375,1.6363173723220825,1.0
results_Hidden512_Depth3_Auxiliary1000_seed1.pt,512,3,1000,1,0.8359375,1.566542387008667,0.9765625
results_Hidden512_Depth3_Auxiliary1000_seed2.pt,512,3,1000,2,0.828125,1.5762252807617188,0.9921875
results_Hidden512_Depth3_Auxiliary1000_seed3.pt,512,3,1000,3,0.8359375,1.5118987560272217,0.984375
results_Hidden512_Depth3_Auxiliary1000_seed4.pt,512,3,1000,4,0.8828125,1.679448127746582,0.9921875
results_Hidden1024_Depth1_Auxiliary3_seed0.pt,1024,1,3,0,0.15625,2.238839626312256,0.6484375
results_Hidden1024_Depth1_Auxiliary3_seed1.pt,1024,1,3,1,0.0625,2.317660331726074,0.53125
results_Hidden1024_Depth1_Auxiliary3_seed2.pt,1024,1,3,2,0.1953125,2.293203353881836,0.484375
results_Hidden1024_Depth1_Auxiliary3_seed3.pt,1024,1,3,3,0.203125,2.2832491397857666,0.546875
results_Hidden1024_Depth1_Auxiliary3_seed4.pt,1024,1,3,4,0.0234375,2.3310630321502686,0.5546875
results_Hidden1024_Depth1_Auxiliary10_seed0.pt,1024,1,10,0,0.1328125,2.337858200073242,0.4765625
results_Hidden1024_Depth1_Auxiliary10_seed1.pt,1024,1,10,1,0.140625,2.2572972774505615,0.640625
results_Hidden1024_Depth1_Auxiliary10_seed2.pt,1024,1,10,2,0.2890625,2.1971564292907715,0.6484375
results_Hidden1024_Depth1_Auxiliary10_seed3.pt,1024,1,10,3,0.34375,2.1985843181610107,0.6953125
results_Hidden1024_Depth1_Auxiliary10_seed4.pt,1024,1,10,4,0.21875,2.197787046432495,0.7265625
results_Hidden1024_Depth1_Auxiliary50_seed0.pt,1024,1,50,0,0.8046875,1.783959150314331,0.984375
results_Hidden1024_Depth1_Auxiliary50_seed1.pt,1024,1,50,1,0.8046875,1.7342342138290405,0.9765625
results_Hidden1024_Depth1_Auxiliary50_seed2.pt,1024,1,50,2,0.8046875,1.7217334508895874,0.9921875
results_Hidden1024_Depth1_Auxiliary50_seed3.pt,1024,1,50,3,0.7109375,1.7707178592681885,0.984375
results_Hidden1024_Depth1_Auxiliary50_seed4.pt,1024,1,50,4,0.828125,1.7403709888458252,0.9921875
results_Hidden1024_Depth1_Auxiliary100_seed0.pt,1024,1,100,0,0.859375,1.5108052492141724,0.984375
results_Hidden1024_Depth1_Auxiliary100_seed1.pt,1024,1,100,1,0.8203125,1.5795046091079712,1.0
results_Hidden1024_Depth1_Auxiliary100_seed2.pt,1024,1,100,2,0.8515625,1.5548206567764282,0.984375
results_Hidden1024_Depth1_Auxiliary100_seed3.pt,1024,1,100,3,0.8203125,1.417689323425293,0.9921875
results_Hidden1024_Depth1_Auxiliary100_seed4.pt,1024,1,100,4,0.8203125,1.5498113632202148,0.9921875
results_Hidden1024_Depth1_Auxiliary1000_seed0.pt,1024,1,1000,0,0.859375,1.1979514360427856,1.0
results_Hidden1024_Depth3_Auxiliary3_seed0.pt,1024,3,3,0,0.1015625,2.3347396850585938,0.5625
results_Hidden1024_Depth3_Auxiliary3_seed1.pt,1024,3,3,1,0.015625,2.3665647506713867,0.3828125
results_Hidden1024_Depth3_Auxiliary3_seed2.pt,1024,3,3,2,0.1875,2.2548744678497314,0.65625
results_Hidden1024_Depth3_Auxiliary10_seed0.pt,1024,3,10,0,0.1328125,2.2815070152282715,0.515625
results_Hidden1024_Depth3_Auxiliary10_seed1.pt,1024,3,10,1,0.1875,2.2038798332214355,0.6484375
results_Hidden1024_Depth3_Auxiliary10_seed2.pt,1024,3,10,2,0.0078125,2.2925140857696533,0.4375
results_Hidden1024_Depth3_Auxiliary50_seed0.pt,1024,3,50,0,0.46875,2.1164283752441406,0.9375
results_Hidden1024_Depth3_Auxiliary50_seed1.pt,1024,3,50,1,0.515625,2.1503548622131348,0.8671875
results_Hidden2048_Depth1_Auxiliary3_seed0.pt,2048,1,3,0,0.125,2.2437655925750732,0.515625
results_Hidden2048_Depth1_Auxiliary3_seed1.pt,2048,1,3,1,0.1484375,2.3692069053649902,0.3828125
results_Hidden2048_Depth1_Auxiliary3_seed2.pt,2048,1,3,2,0.0546875,2.3888378143310547,0.4375
results_Hidden2048_Depth1_Auxiliary10_seed0.pt,2048,1,10,0,0.15625,2.32633638381958,0.515625
results_Hidden2048_Depth1_Auxiliary10_seed1.pt,2048,1,10,1,0.1640625,2.2708659172058105,0.625
results_Hidden2048_Depth1_Auxiliary10_seed2.pt,2048,1,10,2,0.1953125,2.2076303958892822,0.5859375
